Index,Display_Size,Internal_Storage,Model_Name,Model_Number,Primary_Camera,Processor_Type,RAM,Secondary_Camera,Weight,image_urls
80,4.5 inch,8 GB,Horizon 1,S455120,5MP,Spreadtrum SC9832,1 GB,3.2MP,126.1 g,"rukminim1.flixcart.com/image/128/128/j6b2f0w0/mobile/z/t/b/sansui-horizon-1-s455120-original-imaewsnu7yfh8bbz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6b2f0w0/mobile/z/t/b/sansui-horizon-1-s455120-original-imaewsnu7yfh8bbz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6b2f0w0/mobile/z/t/b/sansui-horizon-1-s455120-original-imaewsnuhwshyyzc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6b2f0w0/mobile/z/t/b/sansui-horizon-1-s455120-original-imaewsnuxgjpgjy3.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6b2f0w0/mobile/z/t/b/sansui-horizon-1-s455120-original-imaewsnu3gn2sqye.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6b2f0w0/mobile/z/t/b/sansui-horizon-1-s455120-original-imaewsnunfwuthkb.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6b2f0w0/mobile/z/t/b/sansui-horizon-1-s455120-original-imaewsnucgcggucf.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6b2f0w0/mobile/z/t/b/sansui-horizon-1-s455120-original-imaewsnuveuywqft.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6dxaq80/mobile/z/t/b/sansui-horizon-1-s455120-original-imaewsnu4hygehms.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j6b2f0w0/mobile/z/t/b/sansui-horizon-1-s455120-original-imaewsnuevpmzfsq.jpeg?q=70
"
81,4.5 inch,8 GB,Horizon 1,S455120,5MP,Spreadtrum SC9832 Quad Core 1.3GHz,1 GB,3.2MP,126.1 g,"rukminim1.flixcart.com/image/128/128/j110uq80/mobile/7/d/s/sansui-horizon-1-na-original-imaesp4gghkq3baw.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j110uq80/mobile/7/d/s/sansui-horizon-1-na-original-imaesp4gghkq3baw.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j110uq80/mobile/7/d/s/sansui-horizon-1-na-original-imaesp4gh9jwes9x.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j110uq80/mobile/7/d/s/sansui-horizon-1-na-original-imaesp4gqzhgrxzx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j110uq80/mobile/7/d/s/sansui-horizon-1-na-original-imaesp4gz5ehvgwk.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j110uq80/mobile/7/d/s/sansui-horizon-1-na-original-imaesp4g9fvcz3u6.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j110uq80/mobile/7/d/s/sansui-horizon-1-na-original-imaesp4ghkvrrwhz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j110uq80/mobile/7/d/s/sansui-horizon-1-na-original-imaesp4gmg9kmy3e.jpeg?q=70
"
82,5.5 inch,16 GB,Galaxy J7 Nxt,SM-J701FZKDINS,13MP,Exynos Octa-Core 1.6GHz,2 GB,5MP,170 g,"rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2em68ktztyv.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2em68ktztyv.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2emjzhahhcp.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2emrgr2xfnm.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2em6fv7yufz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2emdfryzvef.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j5crukw0/mobile/j/k/7/samsung-j7-nxt-sm-j701fzkdins-original-imaew2emnxt8rkw7.jpeg?q=70
"
83,5.5 inch,64 GB,F3,CPH1609,13MP,Mediatek MT6750T Octa Core 1.5GHz,4 GB,16MP + 8MP,153 g,"rukminim1.flixcart.com/image/128/128/j2c6du80/mobile/6/y/c/oppo-f3-cph1609-original-imaetmmfgaqnjrbe.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j2c6du80/mobile/6/y/c/oppo-f3-cph1609-original-imaetmmfv2dzpkdn.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j2c6du80/mobile/6/y/c/oppo-f3-cph1609-original-imaetmmfp6phdycm.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j2c6du80/mobile/6/y/c/oppo-f3-cph1609-original-imaetmmfthqnbbfy.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j2c6du80/mobile/6/y/c/oppo-f3-cph1609-original-imaetmmft2gbyuhg.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j2c6du80/mobile/6/y/c/oppo-f3-cph1609-original-imaetmmfehzjzghh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j2c6du80/mobile/6/y/c/oppo-f3-cph1609-original-imaetmmfszuftyhc.jpeg?q=70
"
84,5.7 inch,128 GB,8 Pro,DUKE-L09 / DUK-L09,12MP + 12MP,Kirin 960,6 GB,8MP,184 g,"rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy3pcegz3df.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy3n5hfpnfx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy3pp77zeqb.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy3bpuduuca.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy3dzsgccyj.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy3qgurza7t.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy3rhuskzgr.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy34ucztafb.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy3fwkadvas.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy3k2vwgyfy.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy36g9bz6zx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/z/g/j/honor-8-pro-duke-l09-v100r001-original-imaexdy3jwahf2gk.jpeg?q=70
"
85,5.7 inch,128 GB,8 Pro,Duke-L09 / Duk-L09,12MP + 12MP,Kirin 960,6 GB,8MP,184 g,"rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy3zvps52qf.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy3wf7nqj97.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy3bzaqhzsr.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy35bv99ujr.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy3hkjyxcn4.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy3ghhat33f.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy3qmkyjygq.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy3hjngssdm.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy3h9vydw9h.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy38utjegm2.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy3bk6dzcgt.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j70sccw0/mobile/t/a/9/honor-8-pro-duke-l09-v100r001-original-imaexdy3ce7fjxhx.jpeg?q=70
"
86,5 inch,16 GB,Me5 - 4G VoLTE,Me5,8MP,SC 9832,2 GB,5MP,130 g,"rukminim1.flixcart.com/image/128/128/j58hj0w0/mobile/f/s/8/ivoomi-me5-me5-original-imaevyzkv2g3aeds.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j58hj0w0/mobile/f/s/8/ivoomi-me5-me5-original-imaevyzkv2g3aeds.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j58hj0w0/mobile/f/s/8/ivoomi-me5-me5-original-imaevyzkbmcqzxpd.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j58hj0w0/mobile/f/s/8/ivoomi-me5-me5-original-imaevyzkvhvfqf9n.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j58hj0w0/mobile/f/s/8/ivoomi-me5-me5-original-imaevyzkcycjejk7.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j58hj0w0/mobile/f/s/8/ivoomi-me5-me5-original-imaevyzkzwgeuyqf.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j58hj0w0/mobile/f/s/8/ivoomi-me5-me5-original-imaevyzk5m5phqx5.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j58hj0w0/mobile/f/s/8/ivoomi-me5-me5-original-imaevyzkzxnyhypy.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j58hj0w0/mobile/f/s/8/ivoomi-me5-me5-original-imaevyzkwgugcbrq.jpeg?q=70
"
87,5.5 inch,32 GB,Zenfone Max,ZC550KL-6A126IN,13MP,Qualcomm Snapdragon 410 MSM8916,2 GB,5MP,202 g,"rukminim1.flixcart.com/image/128/128/j1fb98w0/mobile/n/j/6/asus-zenfone-max-zc550kl-6a126in-original-imaetyyexckzpebr.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j1fb98w0/mobile/n/j/6/asus-zenfone-max-zc550kl-6a126in-original-imaetyyfgz3dgp3d.jpeg?q=70
"
88,5.2 inch,32 GB,Me3S,iV 501,13MP,MediaTek 6737 64-bit 1.3GHz,3 GB,8MP, ,"rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkk5bp4y4b.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkk5bp4y4b.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkqsn8yqrc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkejyame8c.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkzcafgvhh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkaz6qhy2e.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkayadzexx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkyygn7eg5.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/p/v/c/ivoomi-me3-iv-501-original-imaexhbkygqkztv8.jpeg?q=70
"
89,5.5 inch,16 GB,5X, ,13MP,Qualcomm Snapdragon 616 MSM8939V2,2 GB,5MP,158 g,"rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaeeyh9c2524vft.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaef6k6yhrzzbmz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaef6k6ygpcfxvg.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaef6k6brgzdban.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaef6k6fjg7gcrs.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaef6k7zub63zt6.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaef6k7hg5b3cgf.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaef6k6fftd2zfc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaef6k6v9hjbqws.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaef6k6hpbjjhny.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/s/e/m/honor-5x-na-original-imaef6k6pwjgqzrs.jpeg?q=70
"
90,5.99 inch,64 GB,V7+,1716,16MP,Qualcomm Snapdragon 450 Octa Core 1.8 GHz,4 GB,24MP,160 g,"rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/9/k/a/vivo-v7-plus-1716-original-imaexh3ptbgzyust.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/9/k/a/vivo-v7-plus-1716-original-imaexh3pnb6rheag.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/9/k/a/vivo-v7-plus-1716-original-imaexh3pepzebwj5.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/9/k/a/vivo-v7-plus-1716-original-imaexh3pxru29ggz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/9/k/a/vivo-v7-plus-1716-original-imaexh3pzhvggevh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/9/k/a/vivo-v7-plus-1716-original-imaexh3pt83c3j5f.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/9/k/a/vivo-v7-plus-1716-original-imaexh3psbpbkrwm.jpeg?q=70
"
91,5.99 inch,64 GB,V7+,1716,16MP,Qualcomm Snapdragon 450 Octa Core 1.8 GHz,4 GB,24MP,160 g,"rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/z/n/6/vivo-v7-plus-1716-original-imaexh3p9xjhhcjp.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/z/n/6/vivo-v7-plus-1716-original-imaexh3p8jxqt7vz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/z/n/6/vivo-v7-plus-1716-original-imaexh3psewsphhy.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/z/n/6/vivo-v7-plus-1716-original-imaexh3pnbk9vfnh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/z/n/6/vivo-v7-plus-1716-original-imaexh3pavrruyvw.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/z/n/6/vivo-v7-plus-1716-original-imaexh3pjywyjgrx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j76i3rk0/mobile/z/n/6/vivo-v7-plus-1716-original-imaexh3pmn64qzy8.jpeg?q=70
"
92,5.2 inch,16 GB,Me3,iV 501,8MP,MediaTek 6737 64-bit 1.3GHz,2 GB,8MP,158 g,"rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkg4ega5hn.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkg4ega5hn.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkggm3pteh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkwavyhsfd.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkzwausgtm.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkuk5vseax.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkaksj4h88.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkksyhqfjp.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkjhfr48yt.jpeg?q=70
"
93,5 inch,8 GB,Me1,iV505,5MP,Spreadtrum SC 98 1.2 GHz Processor,1 GB,5MP,130 g,"rukminim1.flixcart.com/image/128/128/j77xjm80/mobile/e/3/c/ivoomi-me1-iv505-original-imaexg7qtg3gz3z6.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j77xjm80/mobile/e/3/c/ivoomi-me1-iv505-original-imaexg7qhzdhmt2y.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j77xjm80/mobile/e/3/c/ivoomi-me1-iv505-original-imaexg7qsgxtkhur.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j77xjm80/mobile/e/3/c/ivoomi-me1-iv505-original-imaexg7qguxargcz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j77xjm80/mobile/e/3/c/ivoomi-me1-iv505-original-imaexg7qheadwvgt.jpeg?q=70
"
94,5.5 inch,16 GB,P55 Max,EB-90S55PMXK,13MP,MediaTek MTK6737 Quad Core 1.25 GHz,3 GB,5MP,180 g,"rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4atrjtwhj3.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4a9rvxhjmb.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4ah75h3z24.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4a8agf2wqd.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4at2xyypve.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4awzrhuu3c.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4bn2hc8uuz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4bz4fyvcdf.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4augcbkmnt.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4bgbfj4dzr.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4bmmptayjh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j4x207k0/mobile/v/h/9/panasonic-p55-max-eb-90s55pmxk-original-imaevq4bmwhexmf8.jpeg?q=70
"
95,5.5 inch,32 GB,Moto M,XT1663,16MP,MediaTek Helio P15 64-bit Octa Core 2.2GHz,3 GB,8MP,163 g,"rukminim1.flixcart.com/image/128/128/mobile/z/e/j/motorola-moto-m-xt1663-original-imaep55utc7u4sg8.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/z/e/j/motorola-moto-m-xt1663-original-imaep55utc7u4sg8.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/z/e/j/motorola-moto-m-xt1663-original-imaep55v6fkwg2nu.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/z/e/j/motorola-moto-m-xt1663-original-imaep55vhgxcf26q.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/z/e/j/motorola-moto-m-xt1663-original-imaep55vkp9yn86h.jpeg?q=70
rukminim1.flixcart.com/image/128/128/mobile/z/e/j/motorola-moto-m-xt1663-original-imaep56a8ahh7hg5.jpeg?q=70
"
96,5 inch,8 GB,Elite 4G, ,8MP,ARM Cortex A7 Quad Core 1.3 GHz,1 GB,5MP,147 g,"rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/9/n/swipe-elite-4g-na-original-imaewzkeefjghtsx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/9/n/swipe-elite-4g-na-original-imaewzkeukqswhvm.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/9/n/swipe-elite-4g-na-original-imaewzkevqmg87rp.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/9/n/swipe-elite-4g-na-original-imaewzkesemwjxb5.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/9/n/swipe-elite-4g-na-original-imaewzkefrvg7pwx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/9/n/swipe-elite-4g-na-original-imaewzkerhsypnt3.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/9/n/swipe-elite-4g-na-original-imaewzkehmhy2yrc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/9/n/swipe-elite-4g-na-original-imaewzked4ettfxr.jpeg?q=70
"
97,5 inch,8 GB,Elite 4G, ,8MP,ARM Cortex A7 Quad Core 1.3 GHz,1 GB,5MP,147 g,"rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/h/c/swipe-elite-4g-na-original-imaewzgbzauzevya.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/h/c/swipe-elite-4g-na-original-imaewzgba3gmf8ra.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/h/c/swipe-elite-4g-na-original-imaewzgbfnxdzbpk.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/h/c/swipe-elite-4g-na-original-imaewzgbm8eqmgfx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/h/c/swipe-elite-4g-na-original-imaewzgbqqxzhtbr.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/h/c/swipe-elite-4g-na-original-imaewzgbpwmnntqx.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/h/c/swipe-elite-4g-na-original-imaewzgb4rzrfycc.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/y/h/c/swipe-elite-4g-na-original-imaewzgbghaggvga.jpeg?q=70
"
98,5.2 inch,32 GB,Me3S,iV 501,13MP,MediaTek 6737 64-bit 1.3GHz,3 GB,8MP, ,"rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkg4ega5hn.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkg4ega5hn.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkggm3pteh.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkwavyhsfd.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkzwausgtm.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkuk5vseax.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkaksj4h88.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkksyhqfjp.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j7f2qvk0/mobile/g/h/x/ivoomi-me3-iv-501-original-imaexhbkjhfr48yt.jpeg?q=70
"
99,5 inch,8 GB,Elite 4G, ,8MP,ARM Cortex A7 Quad Core 1.3 GHz,1 GB,5MP,147 g,"rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/b/u/s/swipe-elite-4g-na-original-imaewzkddvgphrvt.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/b/u/s/swipe-elite-4g-na-original-imaewzkdxheg7pjz.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/b/u/s/swipe-elite-4g-na-original-imaewzkddr9t9rm9.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/b/u/s/swipe-elite-4g-na-original-imaewzkdxhsbwwhn.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/b/u/s/swipe-elite-4g-na-original-imaewzkduzh7gprf.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/b/u/s/swipe-elite-4g-na-original-imaewzkd4tx4zp7s.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/b/u/s/swipe-elite-4g-na-original-imaewzkdghrcmsyk.jpeg?q=70
rukminim1.flixcart.com/image/128/128/j65cnm80/mobile/b/u/s/swipe-elite-4g-na-original-imaewzkdh8yqzwq4.jpeg?q=70
"
